Point	x	y	z
1274	0.333	1.206	9.637
1275	0.233	1.187	9.637
1276	0.233	1.187	9.637
1277	0.123	1.139	9.561
1278	0.123	1.139	9.561
1279	0.032	1.154	9.618
1280	0.032	1.154	9.618
1281	0.032	1.154	9.618
1282	0.032	1.149	9.747
1283	0.032	1.149	9.747
1284	0.032	1.144	9.714
1285	0.032	1.144	9.714
1286	0.032	1.144	9.714
1287	0.08	1.182	9.685
1288	0.08	1.182	9.685
1289	0.156	1.244	9.671
1290	0.156	1.244	9.671
1291	0.156	1.244	9.671
1292	0.243	1.283	9.561
1293	0.243	1.283	9.561
1294	0.266	1.278	9.427
1295	0.266	1.278	9.427
1296	0.266	1.278	9.427
1297	0.276	1.292	9.412
1298	0.276	1.292	9.412
1299	0.286	1.264	9.422
1300	0.286	1.264	9.422
1301	0.286	1.264	9.422
1302	0.223	1.216	9.513
1303	0.223	1.216	9.513
1304	0.132	1.158	9.628
1305	0.132	1.158	9.628
1306	0.132	1.158	9.628
1307	0.123	1.13	9.589
1308	0.123	1.13	9.589
1309	0.123	1.134	9.709
1310	0.123	1.134	9.709
1311	0.123	1.134	9.709
1312	0.041	1.091	9.786
1313	0.041	1.091	9.786
1314	-0.039	1.063	9.714
1315	-0.053	1.086	9.623
1316	-0.053	1.086	9.623
1317	-0.053	1.086	9.623
1318	-0.068	1.015	9.57
1319	-0.068	1.015	9.57
1320	-0.025	1.039	9.537
1321	-0.025	1.039	9.537
1322	-0.025	1.039	9.537
1323	0.032	1.086	9.599
1324	0.032	1.086	9.599
1325	0.099	1.063	9.786
1326	0.099	1.063	9.786
1327	0.099	1.063	9.786
1328	0.137	1.039	9.824
1329	0.137	1.039	9.824
1330	0.104	0.938	9.968
1331	0.104	0.938	9.968
1332	0.104	0.938	9.968
1333	-0.101	0.928	9.944
1334	-0.101	0.928	9.944
1335	0.089	1	10.198
1336	0.089	1	10.198
1337	0.089	1	10.198
1338	0.041	0.957	10.087
1339	0.041	0.957	10.087
1340	0.075	0.938	10.135
1341	0.075	0.938	10.135
1342	0.075	0.938	10.135
1343	0.104	0.943	10.025
1344	0.104	0.943	10.025
1345	0.032	0.9	10.025
1346	0.032	0.9	10.025
1347	0.032	0.9	10.025
1348	0.137	0.89	10.03
1349	0.137	0.89	10.03
1350	0.123	0.905	10.02
1351	0.123	0.905	10.02
1352	0.123	0.905	10.02
1353	0.185	0.905	10.016
1354	0.199	0.914	9.977
1355	0.199	0.914	9.977
1356	0.199	0.914	9.977
1357	0.243	0.919	9.949
1358	0.243	0.919	9.949
1359	0.18	0.924	10.035
1360	0.18	0.924	10.035
1361	0.18	0.924	10.035
1362	0.156	0.924	10.016
1363	0.156	0.924	10.016
1364	0.18	0.876	10.078
1365	0.18	0.876	10.078
1366	0.18	0.876	10.078
1367	0.19	0.943	10.025
1368	0.19	0.943	10.025
1369	0.262	0.991	10.025
1370	0.262	0.991	10.025
1371	0.262	0.991	10.025
1372	0.333	1.029	9.867
1373	0.333	1.029	9.867
1374	0.386	1.072	9.858
1375	0.386	1.072	9.858
1376	0.386	1.072	9.858
1377	0.329	1.091	9.767
1378	0.329	1.091	9.767
1379	0.305	1.067	9.805
1380	0.305	1.067	9.805
1381	0.305	1.067	9.805
1382	0.243	1.019	9.848
1383	0.243	1.019	9.848
1384	0.252	1.039	9.891
1385	0.252	1.039	9.891
1386	0.252	1.039	9.891
1387	0.199	1.063	9.843
1388	0.199	1.063	9.843
1389	0.204	1	9.838
1390	0.204	1	9.838
1391	0.204	1	9.838
1392	0.175	1.048	9.805
1393	0.19	1.063	9.791
1394	0.19	1.063	9.791
1395	0.243	1.125	9.719
1396	0.243	1.125	9.719
1397	0.243	1.125	9.719
1398	0.204	1.149	9.657
1399	0.204	1.149	9.657
1400	0.195	1.187	9.551
1401	0.195	1.187	9.551
1402	0.195	1.187	9.551
1403	0.238	1.206	9.551
1404	0.238	1.206	9.551
1405	0.223	1.216	9.111
1406	0.223	1.216	9.111
1407	0.223	1.216	9.111
1408	0.137	1.249	9.561
1409	0.137	1.249	9.561
1410	0.147	1.005	9.537
1411	0.147	1.005	9.537
1412	0.147	1.005	9.537
1413	0.094	1.043	9.872
1414	0.094	1.043	9.872
1415	0.195	1	9.982
1416	0.195	1	9.982
1417	0.195	1	9.982
1418	0.243	1.005	10.083
1419	0.243	1.005	10.083
1420	0.31	1.091	9.91
1421	0.31	1.091	9.91
1422	0.31	1.091	9.91
1423	0.271	1.072	9.843
1424	0.271	1.072	9.843
1425	0.257	1.101	9.891
1426	0.257	1.101	9.891
1427	0.257	1.101	9.891
1428	0.353	1.134	9.853
1429	0.353	1.134	9.853
1430	0.319	1.216	9.805
1431	0.319	1.216	9.805
1432	0.338	1.225	9.704
1433	0.338	1.225	9.704
1434	0.329	1.139	9.728
1435	0.329	1.139	9.728
1436	0.329	1.139	9.728
1437	0.247	1.144	9.738
1438	0.247	1.144	9.738
1439	0.123	1.048	9.824
1440	0.123	1.048	9.824
1441	0.123	1.048	9.824
1442	0.017	1	9.882
1443	0.017	1	9.882
1444	0.003	0.957	9.81
1445	0.003	0.957	9.81
1446	0.003	0.957	9.81
1447	0.008	0.933	9.776
1448	0.008	0.933	9.776
1449	-0.025	0.9	9.819
1450	-0.025	0.9	9.819
1451	-0.025	0.9	9.819
1452	0.032	0.919	9.743
1453	0.032	0.919	9.743
1454	0.128	0.962	9.776
1455	0.128	0.962	9.776
1456	0.128	0.962	9.776
1457	0.156	0.938	9.848
1458	0.156	0.938	9.848
1459	0.132	0.957	9.886
1460	0.132	0.957	9.886
1461	0.132	0.957	9.886
1462	0.209	0.976	9.757
1463	0.209	0.976	9.757
1464	0.199	1.039	9.719
1465	0.199	1.039	9.719
1466	0.199	1.039	9.719
1467	0.247	1.043	9.805
1468	0.247	1.043	9.805
1469	0.223	1.058	9.834
1470	0.223	1.058	9.834
1471	0.223	1.058	9.834
1472	0.19	1.019	9.958
1473	0.233	1.015	10.006
1474	0.233	1.015	10.006
1475	0.238	1.048	10.044
1476	0.238	1.048	10.044
1477	0.238	1.048	10.044
1478	0.324	1.039	9.963
1479	0.324	1.039	9.963
1480	0.338	1.077	9.896
1481	0.338	1.077	9.896
1482	0.338	1.077	9.896
1483	0.333	1.096	9.834
1484	0.333	1.096	9.834
1485	0.343	1.096	9.647
1486	0.343	1.096	9.647
1487	0.343	1.096	9.647
1488	0.338	1.13	9.752
1489	0.338	1.13	9.752
1490	0.396	1.11	9.724
1491	0.396	1.11	9.724
1492	0.396	1.11	9.724
1493	0.386	1.154	9.747
1494	0.386	1.154	9.747
1495	0.243	1.096	9.781
1496	0.243	1.096	9.781
1497	0.243	1.096	9.781
1498	0.156	1.082	9.838
1499	0.156	1.082	9.838
1500	0.152	1.015	9.853
1501	0.152	1.015	9.853
1502	0.152	1.015	9.853
1503	0.166	1.082	9.848
1504	0.166	1.082	9.848
1505	0.204	1.063	9.733
1506	0.204	1.063	9.733
1507	0.204	1.063	9.733
1508	0.228	1.086	9.609
1509	0.228	1.086	9.609
1510	0.243	1.106	9.589
1511	0.243	1.106	9.589
1512	0.171	1.072	9.613
1513	0.171	1.072	9.613
1514	0.19	1.149	9.561
1515	0.19	1.149	9.561
1516	0.19	1.149	9.561
1517	0.243	1.177	9.532
1518	0.243	1.177	9.532
1519	0.338	1.182	9.537
1520	0.338	1.182	9.537
1521	0.338	1.182	9.537
1522	0.362	1.221	9.527
1523	0.362	1.221	9.527
1524	0.381	1.125	9.618
1525	0.381	1.125	9.618
1526	0.381	1.125	9.618
1527	0.338	1.115	9.81
1528	0.338	1.115	9.81
1529	0.281	0.957	9.829
1530	0.281	0.957	9.829
1531	0.281	0.957	9.829
1532	0.276	0.909	9.795
1533	0.276	0.909	9.795
1534	0.281	0.938	9.743
1535	0.281	0.938	9.743
1536	0.281	0.938	9.743
1537	0.271	0.895	9.834
1538	0.271	0.895	9.834
1539	0.271	0.885	9.882
1540	0.271	0.885	9.882
1541	0.271	0.885	9.882
1542	0.219	0.905	9.968
1543	0.219	0.905	9.968
1544	0.161	0.876	9.939
1545	0.161	0.876	9.939
1546	0.161	0.876	9.939
1547	0.219	0.866	9.934
1548	0.219	0.866	9.934
1549	0.324	0.928	9.886
1550	0.415	0.991	9.982
1551	0.415	0.991	9.982
1552	0.415	0.991	9.982
1553	0.372	0.928	10.025
1554	0.372	0.928	10.025
1555	0.286	0.876	9.987
1556	0.286	0.876	9.987
1557	0.286	0.876	9.987
1558	0.209	0.847	9.953
1559	0.209	0.847	9.953
1560	0.171	0.842	10.04
1561	0.171	0.842	10.04
1562	0.171	0.842	10.04
1563	0.185	0.842	9.949
1564	0.185	0.842	9.949
1565	0.219	0.847	9.944
1566	0.219	0.847	9.944
1567	0.219	0.847	9.944
1568	0.18	0.866	9.992
1569	0.18	0.866	9.992
1570	0.204	0.833	10.068
1571	0.204	0.833	10.068
1572	0.204	0.833	10.068
1573	0.223	0.79	9.973
1574	0.223	0.79	9.973
1575	0.166	0.804	10.02
1576	0.166	0.804	10.02
1577	0.166	0.804	10.02
1578	0.19	0.809	9.973
1579	0.19	0.809	9.973
1580	0.166	0.833	9.977
1581	0.166	0.833	9.977
1582	0.166	0.833	9.977
1583	0.171	0.89	9.81
1584	0.171	0.89	9.81
1585	0.252	0.972	9.657
1586	0.252	0.972	9.657
1587	0.252	0.972	9.657
1588	0.343	1.039	9.642
1589	0.381	0.972	9.704
1590	0.381	0.972	9.704
1591	0.381	0.972	9.704
1592	0.353	0.972	9.762
1593	0.353	0.972	9.762
1594	0.372	0.943	9.838
1595	0.372	0.943	9.838
1596	0.372	0.943	9.838
1597	0.329	0.914	9.891
1598	0.329	0.914	9.891
1599	0.329	0.909	9.815
1600	0.329	0.909	9.815
1601	0.329	0.909	9.815
1602	0.353	0.909	9.906
1603	0.353	0.909	9.906
1604	0.266	0.89	9.862
1605	0.266	0.89	9.862
1606	0.266	0.89	9.862
1607	0.266	0.895	9.877
1608	0.266	0.895	9.877
1609	0.247	0.895	9.795
1610	0.247	0.895	9.795
1611	0.247	0.895	9.795
1612	0.31	0.952	9.743
1613	0.31	0.952	9.743
1614	0.295	0.948	9.709
1615	0.295	0.948	9.709
1616	0.295	0.948	9.709
1617	0.29	0.995	9.704
1618	0.29	0.995	9.704
1619	0.266	0.962	9.757
1620	0.266	0.962	9.757
1621	0.266	0.962	9.757
1622	0.286	0.976	9.858
1623	0.286	0.976	9.858
1624	0.195	0.938	9.853
1625	0.199	0.924	9.781
1626	0.199	0.924	9.781
1627	0.199	0.924	9.781
1628	0.166	0.919	9.728
1629	0.166	0.919	9.728
1630	0.214	0.952	9.762
1631	0.214	0.952	9.762
1632	0.214	0.952	9.762
1633	0.233	0.905	9.69
1634	0.233	0.905	9.69
1635	0.238	0.928	9.757
1636	0.238	0.928	9.757
1637	0.238	0.928	9.757
1638	0.247	0.981	9.657
1639	0.247	0.981	9.657
1640	0.243	0.986	9.752
1641	0.243	0.986	9.752
1642	0.243	0.986	9.752
1643	0.223	0.909	9.771
1644	0.223	0.909	9.771
1645	0.18	0.9	9.786
1646	0.18	0.9	9.786
1647	0.18	0.9	9.786
1648	0.175	0.909	9.795
1649	0.175	0.909	9.795
1650	0.209	0.885	9.776
1651	0.209	0.885	9.776
1652	0.209	0.885	9.776
1653	0.257	0.919	9.733
1654	0.257	0.919	9.733
1655	0.271	0.914	9.882
1656	0.271	0.914	9.882
1657	0.271	0.914	9.882
1658	0.305	0.914	9.815
1659	0.305	0.914	9.815
1660	0.329	0.952	9.728
1661	0.329	0.952	9.728
1662	0.329	0.952	9.728
1663	0.362	1.024	9.7
1664	0.362	1.024	9.7
1665	0.367	0.981	9.724
1666	0.367	0.981	9.724
1667	0.353	0.972	9.771
1668	0.353	0.972	9.771
1669	0.319	0.933	9.886
1670	0.319	0.933	9.886
1671	0.319	0.933	9.886
1672	0.281	0.928	9.953
1673	0.281	0.928	9.953
1674	0.252	0.866	9.925
1675	0.252	0.866	9.925
1676	0.252	0.866	9.925
1677	0.243	0.876	9.982
1678	0.243	0.876	9.982
1679	0.238	0.881	9.901
1680	0.238	0.881	9.901
1681	0.238	0.881	9.901
1682	0.228	0.847	9.877
1683	0.228	0.847	9.877
1684	0.271	0.852	9.934
1685	0.271	0.852	9.934
1686	0.271	0.852	9.934
1687	0.281	0.818	9.872
1688	0.281	0.818	9.872
1689	0.252	0.828	9.81
1690	0.252	0.828	9.81
1691	0.252	0.828	9.81
1692	0.219	0.79	9.906
1693	0.219	0.79	9.906
1694	0.175	0.78	9.858
1695	0.175	0.78	9.858
1696	0.175	0.78	9.858
1697	0.142	0.823	9.786
1698	0.142	0.823	9.786
1699	0.238	0.876	9.843
1700	0.238	0.876	9.843
1701	0.238	0.876	9.843
1702	0.262	0.9	9.795
1703	0.262	0.9	9.795
1704	0.209	0.881	9.815
1705	0.204	0.833	9.934
1706	0.204	0.833	9.934
1707	0.204	0.833	9.934
1708	0.185	0.799	10.03
1709	0.185	0.799	10.03
1710	0.166	0.78	9.996
1711	0.166	0.78	9.996
1712	0.166	0.78	9.996
1713	0.147	0.77	10.049
1714	0.147	0.77	10.049
1715	0.195	0.833	9.963
1716	0.195	0.833	9.963
1717	0.195	0.833	9.963
1718	0.271	0.881	9.853
1719	0.271	0.881	9.853
1720	0.286	0.928	9.81
1721	0.286	0.928	9.81
1722	0.286	0.928	9.81
1723	0.348	0.881	9.848
1724	0.348	0.881	9.848
1725	0.243	0.89	9.81
1726	0.243	0.89	9.81
1727	0.243	0.89	9.81
1728	0.233	0.909	9.853
1729	0.233	0.909	9.853
1730	0.195	0.914	9.906
1731	0.195	0.914	9.906
1732	0.195	0.914	9.906
1733	0.18	0.909	9.815
1734	0.18	0.909	9.815
1735	0.185	0.957	9.815
1736	0.185	0.957	9.815
1737	0.185	0.957	9.815
1738	0.247	0.938	9.853
1739	0.247	0.938	9.853
1740	0.223	0.89	9.891
1741	0.223	0.89	9.891
1742	0.223	0.89	9.891
1743	0.219	0.928	9.795
1744	0.257	0.919	9.815
1745	0.257	0.919	9.815
1746	0.257	0.919	9.815
1747	0.276	0.948	9.767
1748	0.276	0.948	9.767
1749	0.252	0.976	9.69
1750	0.252	0.976	9.69
1751	0.252	0.976	9.69
1752	0.276	1.005	9.724
1753	0.276	1.005	9.724
1754	0.305	1.043	9.676
1755	0.305	1.043	9.676
1756	0.305	1.043	9.676
1757	0.396	1.077	9.657
1758	0.396	1.077	9.657
1759	0.405	1.063	9.57
1760	0.405	1.063	9.57
1761	0.405	1.063	9.57
1762	0.362	1.077	9.652
1763	0.362	1.077	9.652
1764	0.357	0.972	9.771
1765	0.357	0.972	9.771
1766	0.357	0.972	9.771
1767	0.271	0.943	9.858
1768	0.271	0.943	9.858
1769	0.228	0.909	9.944
1770	0.228	0.909	9.944
1771	0.228	0.909	9.944
1772	0.223	0.857	9.829
1773	0.223	0.857	9.829
1774	0.262	0.857	9.886
1775	0.262	0.857	9.886
1776	0.262	0.857	9.886
1777	0.333	0.895	9.417
1778	0.333	0.895	9.417
1779	0.381	0.976	9.915
1780	0.381	0.976	9.915
1781	0.381	0.976	9.915
1782	0.338	0.809	9.872
1783	0.338	0.895	10.087
1784	0.338	0.895	10.087
1785	0.343	0.833	10.116
1786	0.343	0.833	10.116
1787	0.343	0.833	10.116
1788	0.314	0.876	10.159
1789	0.314	0.876	10.159
1790	0.31	0.837	10.169
1791	0.31	0.837	10.169
1792	0.31	0.837	10.169
1793	0.243	0.794	10.202
1794	0.243	0.794	10.202
1795	0.271	0.823	10.111
1796	0.271	0.823	10.111
1797	0.271	0.823	10.111
1798	0.3	0.938	9.996
1799	0.3	0.938	9.996
1800	0.362	0.995	9.92
1801	0.362	0.995	9.92
1802	0.362	0.995	9.92
1803	0.405	1.048	9.858
1804	0.405	1.048	9.858
1805	0.401	1.058	9.805
1806	0.401	1.058	9.805
1807	0.401	1.058	9.805
1808	0.314	1.024	9.795
1809	0.314	1.024	9.795
1810	0.314	1.005	9.767
1811	0.314	1.005	9.767
1812	0.314	1.005	9.767
1813	0.281	1.01	9.791
1814	0.281	1.01	9.791
1815	0.18	0.967	9.709
1816	0.18	0.967	9.709
1817	0.18	0.967	9.709
1818	0.156	0.933	9.762
1819	0.156	0.933	9.762
1820	0.152	0.914	9.695
1821	0.152	0.914	9.695
1822	0.132	0.905	9.671
1823	0.132	0.905	9.671
1824	0.123	0.895	9.537
1825	0.123	0.895	9.537
1826	0.123	0.895	9.537
1827	0.075	0.933	9.513
1828	0.075	0.933	9.513
1829	0.037	0.9	9.537
1830	0.037	0.9	9.537
1831	0.037	0.9	9.537
1832	0.051	0.924	9.57
1833	0.051	0.924	9.57
1834	0.118	0.928	9.518
1835	0.118	0.928	9.518
1836	0.118	0.928	9.518
1837	0.142	0.943	9.752
1838	0.142	0.943	9.752
1839	0.161	0.924	9.714
1840	0.161	0.924	9.714
1841	0.161	0.924	9.714
1842	0.108	0.924	9.757
1843	0.108	0.924	9.757
1844	0.137	0.861	9.896
1845	0.137	0.861	9.896
1846	0.137	0.861	9.896
1847	0.175	0.857	10.025
1848	0.175	0.857	10.025
1849	0.152	0.847	10.044
1850	0.152	0.847	10.044
1851	0.152	0.847	10.044
1852	0.137	0.814	10.097
1853	0.137	0.814	10.097
1854	0.233	0.885	9.877
1855	0.233	0.885	9.877
1856	0.233	0.885	9.877
1857	0.377	0.995	9.834
1858	0.377	0.995	9.834
1859	0.472	1.024	9.757
1860	0.511	1.024	9.733
1861	0.511	1.024	9.733
1862	0.511	1.024	9.733
1863	0.515	1.072	9.738
1864	0.515	1.072	9.738
1865	0.463	0.995	9.977
1866	0.463	0.995	9.977
1867	0.463	0.995	9.977
1868	0.362	0.962	10.064
1869	0.362	0.962	10.064
1870	0.271	0.89	10.174
1871	0.271	0.89	10.174
1872	0.271	0.89	10.174
1873	0.214	0.866	10.116
1874	0.214	0.866	10.116
1875	0.228	0.842	9.992
1876	0.228	0.842	9.992
1877	0.228	0.842	9.992
1878	0.19	0.909	9.915
1879	0.19	0.909	9.915
1880	0.262	0.924	9.652
1881	0.262	0.924	9.652
1882	0.262	0.924	9.652
1883	0.271	1.01	9.566
1884	0.271	1.01	9.566
1885	0.281	1.005	9.542
1886	0.281	1.005	9.542
1887	0.281	1.005	9.542
1888	0.266	1.029	9.623
1889	0.266	1.029	9.623
1890	0.324	1.019	9.609
1891	0.324	1.019	9.609
1892	0.324	1.019	9.609
1893	0.343	1.029	9.69
1894	0.343	1.029	9.69
1895	0.305	0.957	9.752
1896	0.305	0.957	9.752
1897	0.305	0.957	9.752
1898	0.214	0.924	9.982
1899	0.094	0.905	9.92
1900	0.094	0.905	9.92
1901	0.094	0.905	9.92
1902	-0.053	0.823	9.834
1903	-0.053	0.823	9.834
1904	-0.063	0.823	9.786
